User,Chatbot,Intent
My son broke his foot playing basketball,I am sorry your son was hurt playing basketball,Health
I managed to save $ 320 last month,I am happy to hear you saved,Info
I managed to save $ 320 last month,I am happy to hear you saved last month,Info
My mom 's testing came back as negative today,I am glad to hear about your mom,Health
My mom 's testing came back as negative today,I am glad your mom 's testing came back negative,Health
I went out and bought a new car,I am glad you bought a new car,Happy_Excited_Joy
I went out and bought a new car,I am glad that you went and bought a new car,Happy_Excited_Joy
I think I may have to serve for jury duty instead of going on our planned vacation,I am sorry to hear you have to go to jury duty,Confirm
I think I may have to serve for jury duty instead of going on our planned vacation,I am sorry to hear that you have to serve jury duty instead of going on a planned vacation,Confirm
I got a brand new kitty,I am happy for the kitty,Happy_Excited_Joy
I got a brand new kitty,I am glad you got a brand new kitty,Happy_Excited_Joy
The land tax on my property is going up again this year,I am sad the land tax on my property is going up againg this year,Sad
The land tax on my property is going up again this year,I am sad because the land tax on my property is goig up again this year,Sad
I just aced my final in school,I am glad you aced your final,Happy_Excited_Joy
I just aced my final in school,I am glad that you were able to ace your final in school,Happy_Excited_Joy
My power bill this month was much lower than expected,I am glad to hear about your power bill,Info
My power bill this month was much lower than expected,I am glad to hear that your power bill this moth was much lower than expected,Info
My cat cuddled with me all night,I am glad your cat cuddled with you,Happy_Excited_Joy
My cat cuddled with me all night,I am glad your cat cuddled with you all night,Happy_Excited_Joy
Movies can have a great positive effect on certain people,I am happy to hear the movie 's great positive effect,Info
Movies can have a great positive effect on certain people,I am happy to hear that the movie has a great positive effect,Info
I won an xBox at the raffle last night,I am happy that you won,Happy_Excited_Joy
I won an xBox at the raffle last night,I am happy that you won that xBox in the raffle,Happy_Excited_Joy
Tuesday they say it 's going to snow for the first time this year and I 've already got my sled ready,I am glad you have your sled ready,Happy_Excited_Joy
Tuesday they say it 's going to snow for the first time this year and I 've already got my sled ready,I am glad to hear that you have your sled ready for the snow,Happy_Excited_Joy
The sheets I ordered arrived in the wrong color,I am sorry the wrong sheets arrived,Angry_Frustrated
The sheets I ordered arrived in the wrong color,I am sorry the sheets you ordered came in the wrong color,Angry_Frustrated
I wiped out in front of some strangers while skateboarding,I am sorry you wiped out in front of strangers,Sad
I wiped out in front of some strangers while skateboarding,I am sorry to hear you wiped out while skateboarding in front of strangers,Sad
Both options look great,I am glad to hear the options look great,Happy_Excited_Joy
The economy is booming with lots of new jobs,I am glad the economy is booming,Happy_Excited_Joy
The economy is booming with lots of new jobs,I am glad that the economy is booming and making new jobs,Happy_Excited_Joy
I got praised by my boss today,I am glad you got praised today,Happy_Excited_Joy
I got praised by my boss today,I am glad you got praised by your boss today,Happy_Excited_Joy
My dog passed away last night,I am sorry about your dog,Sad
My dog passed away last night,I am sorry your dog passed away,Sad
My fridge is fixed finally,I am glad to hear about your fridge,Info
My fridge is fixed finally,I am glad to hear your fridge is fixed finally,Info
My DVR just ended about two minutes before the end so I have no idea who did it,I am sorry you missed the ending,Angry_Frustrated
My DVR just ended about two minutes before the end so I have no idea who did it,I am sorry to hear that you missed the ending because your DVR stopped recording two minutes early,Angry_Frustrated
The fundraiser was a sucess and we raised enough to get new equipment for the entire school,I am happy the fundraiser was a success,Happy_Excited_Joy
The fundraiser was a sucess and we raised enough to get new equipment for the entire school,I am happy the fundraiser was a success and you raised enough to get new equipment for the entire school,Happy_Excited_Joy
My uncle was just diagnosed with depression,I am sorry your uncle has depression,Health
My uncle was just diagnosed with depression,I am sorry your uncle was just diagnosed with depression,Health
I wish I was a stronger person,I am sorry to hear about your strength,Sad
I wish I was a stronger person,I am sorry to hear that you do n't think you 're a strong person,Sad
There was no traffic during my commute today,I am happy there was no traffic,Info
There was no traffic during my commute today,I am happy there was no traffic during your commute,Info
A string broke on my guitar,I am sorry to hear that your string broke,Sad
A string broke on my guitar,I am sorry to hear that a string broke on your guitar,Sad
I think one of two of the players from that area can easily go play professionally,I am glad to hear that two players can go professional,Confirm
I think one of two of the players from that area can easily go play professionally,I am happy that two of the the players can go professional,Confirm
I ca n't believe how many friends came out to celebrate with me,I am happy about your friends coming to celebrate,Happy_Excited_Joy
I ca n't believe how many friends came out to celebrate with me,I am happy you ca n't believe how many friends came out to celebrate with you,Happy_Excited_Joy
Our neighborhood association likes to hold different holiday parties during the year because we all get to socialize,I am happy you get to socialize,Happy_Excited_Joy
Our neighborhood association likes to hold different holiday parties during the year because we all get to socialize,I am happy that you all get to socialize at holiday parties,Happy_Excited_Joy
We finally got pregnant,I am glad to hear you got pregnant,Happy_Excited_Joy
We finally got pregnant,I am glad that you were finally able to get pregnant,Happy_Excited_Joy
I failed my math test,I am sorry to hear you failed a math test,Angry_Frustrated
I failed my math test,I am sorry you failed your math test,Angry_Frustrated
I feel like giving up on this,I am sorry to hear you are giving up,Angry_Frustrated
I feel like giving up on this,I am sorry you feel like giving up,Angry_Frustrated
The children missed the bus this morning make us all late,I am sorry to hear you were late,Sad
The children missed the bus this morning make us all late,I am sad the children caused you all to be late by missing the bus,Sad
I slipped and fell in a McDonald 's because they had just mopped the floors,I am sorry to hear they had just mopped the floors,Sad
I slipped and fell in a McDonald 's because they had just mopped the floors,I am sorry to hear about you slipping and falling in McDonald 's,Sad
A homeless person slapped me in the face for no reason today,I am sorry for the slap,Insult
A homeless person slapped me in the face for no reason today,I am sorry the homeless person slapped you for no reason,Insult
My puppy does not have parvo,I am glad to hear your puppy does not have parvo,Health
It feels good to be fit for a change,I am happy that it feels good to be fit,Happy_Excited_Joy
It feels good to be fit for a change,I am happy that it feels good to be fit for a change,Happy_Excited_Joy
The restaurant ran out of my favorite meal just a few minutes before I ordered,I am sorry the restaurant ran out of your favorite meal,Sad
